title,address,unit_type,price,bedrooms,bathrooms,apartment_lat,apartment_lon,hydro_included,heat_included,water_included,laundry_included,backyard_included,parking_included,gym_included,sqft,furnished,air_conditioning,walk_score,transit_score,bike_score,img_1,"img_2""",img_3,
"
                            A very nice bachelor!
                        ","97 Gloucester St, Toronto, ON M4Y 1M2, Canada",Apartment,1350,1.00,1,43.6674823,-79.3803007,1,1,1,1,0,0,0,250,0,1,96,90,75,https://i.ebayimg.com/00/s/NTMzWDgwMA==/z/rFAAAOSwVZFfCoPR/$_27.JPG,https://i.ebayimg.com/00/s/NTMzWDgwMA==/z/5MEAAOSwC5NfCoPX/$_2.JPG,https://i.ebayimg.com/00/s/NTMzWDgwMA==/z/KhgAAOSwKERfCoPa/$_2.JPG,
"
                            1 bd, 1 bth, all-inclusive, sep entrance, walkout, TTC, WiFi
                        ","Murison Blvd, M1B 2B2, Scarborough, ON",Apartment,1100,1.00,1,43.7973902,-79.2108256,1,1,1,1,1,0,0,550,0,0,43,64,33,https://i.ebayimg.com/00/s/ODAwWDcxNA==/z/xU4AAOSwNlNfCoDL/$_27.JPG,https://i.ebayimg.com/00/s/NDUwWDgwMA==/z/cMUAAOSwQrNfCoDd/$_2.JPG,https://i.ebayimg.com/00/s/NDUwWDgwMA==/z/h-UAAOSwdAhfCoDq/$_2.JPG,
"
                            1 Bedroom available for Rent- July 1st 2020
                        ","155 Wellesley St E, Toronto, ON M4Y 1J4, Canada",Apartment,1292,1.00,1,43.6663537,-79.3753739,1,1,1,1,1,0,1,700,0,1,94,88,73,https://i.ebayimg.com/00/s/NTc1WDgwMA==/z/6M0AAOSwdfFetEC9/$_27.JPG,https://i.ebayimg.com/00/s/NTM0WDgwMA==/z/nJUAAOSwow5etEDF/$_2.JPG,https://i.ebayimg.com/00/s/MzMzWDUwMA==/z/6UoAAOSwwRFe-Vcf/$_2.JPG,
"
                            BEAUTIFUL, RENOVATED 5 BEDROOM ANNEX APARTMENT
                        ",", toronto  M5R 1G8 ON, Canada",Apartment,5600,5.00,2,43.6683431,-79.4120987,1,1,1,1,1,1,0,2000,0,1,92,96,73,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/WwAAAOSwxwZfCnnz/$_27.JPG,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/jycAAOSwJPhfCnon/$_2.JPG,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/I8sAAOSwVe1fCnoL/$_2.JPG,
"
                            2 Bedroom Furnished - Bsmt Apartment - Little Italy
                        ",", m6j2k8, Toronto, ON",Apartment,2100,2.00,1,43.6535323,-79.4114831,0,0,0,0,0,0,0,900,1,1,80,87,60,https://i.ebayimg.com/00/s/NDUwWDgwMA==/z/Xf4AAOSwlltfCnfL/$_27.JPG,https://i.ebayimg.com/00/s/ODAwWDUzNA==/z/m2wAAOSww1dfCnfS/$_2.JPG,https://i.ebayimg.com/00/s/NDUwWDgwMA==/z/8ZEAAOSwn~tfCnfa/$_2.JPG,
"
                            BIG Fully furnished single occupancy room in a Condo 
                        ","Shady Golfway, Toronto, ON M3C 3A3, Canada",Apartment,799,3.00,1,43.71801,-79.326,1,1,1,1,1,1,1,1100,1,1,31,64,28,https://i.ebayimg.com/00/s/Mzg4WDgwMA==/z/VY0AAOSwgydfCne4/$_27.PNG,https://i.ebayimg.com/00/s/ODAwWDM4OA==/z/IZwAAOSwMf5fCne5/$_2.PNG,https://i.ebayimg.com/00/s/Mzg4WDgwMA==/z/DbYAAOSwV8lfCne7/$_2.PNG,
"
                            SPACIOUS THREE BEDROOM + DEN! FIRST MONTH FREE!! +750$ VISA CARD
                        ","350 Queens Quay West, Toronto, ON, M5V 3A7",Apartment,3497,3.50,1,43.6385022,-79.3890938,0,0,1,1,0,0,1,1080,0,1,74,97,89,https://i.ebayimg.com/00/s/NTYyWDEwMTU=/z/26cAAOSwDvJe96dP/$_27.JPG,https://i.ebayimg.com/00/s/MTIzNlgxNjAw/z/f0wAAOSw5Mle96dQ/$_2.JPG,https://i.ebayimg.com/00/s/MTIzNlgxNjAw/z/go0AAOSw~cRe96dQ/$_2.JPG,
"
                            SPACIOUS TWO BEDROOMS + DEN!! FIRST MONTH FREE!! +750$ VISA CARD
                        ","350 Queens Quay West, Toronto, ON, M5V 3A7",Apartment,2497,2.50,1,43.6385022,-79.3890938,0,0,1,1,0,0,1,794,0,1,74,97,89,https://i.ebayimg.com/00/s/NTYyWDEwMTU=/z/AZoAAOSw0rVe96dP/$_27.JPG,https://i.ebayimg.com/00/s/MTIzNlgxNjAw/z/j9cAAOSwhl1e96dQ/$_2.JPG,https://i.ebayimg.com/00/s/MTIzNlgxNjAw/z/ZbQAAOSwcLNe96dQ/$_2.JPG,
"
                            SPACIOUS ONE BEDROOM + DEN!! FIRST MONTH FREE!! +750$ VISA CARD!
                        ","350 Queens Quay West, Toronto, ON, M5V 3A7",Apartment,2057,1.50,1,43.6385022,-79.3890938,0,0,1,1,0,0,1,639,0,1,74,97,89,https://i.ebayimg.com/00/s/NTYyWDEwMTU=/z/85EAAOSwmZde96dQ/$_27.JPG,https://i.ebayimg.com/00/s/MTIzNlgxNjAw/z/cyoAAOSw~Ite96dQ/$_2.JPG,https://i.ebayimg.com/00/s/MTIzNlgxNjAw/z/h1MAAOSwyFhe96dQ/$_2.JPG,
"
                            SOLID APPLICANTS ACCEPTED WITH LOW CREDIT
                        ",", North York M2R 3H8 ON, Canada",Apartment,2054,1.00,1,43.7821589,-79.4479737,0,1,1,1,1,1,1,718,0,1,41,66,71,,,,
"
                            Beautiful Downtown Apartment for Rent
                        ","154 Christie St, Toronto, ON M6G 3B4, Canada",Apartment,2100,2.00,1,43.6676621,-79.420139,1,1,1,1,1,0,0,650,1,1,84,82,72,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/dQ4AAOSww8FfCnGl/$_27.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/oBAAAOSww19fCnGo/$_2.JPG,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/YNgAAOSwG7FfCnGs/$_2.JPG,
"
                            WE APPROVE GREAT RENTERS WITH LOW CREDIT
                        ",", Oakville L6H 6E2 ON, Canada",Apartment,2059,1.00,1,43.4755109,-79.7219341,0,1,1,1,1,1,1,710,0,1,54,33,58,,,,
"
                            WE HELP RENTERS WITH LOW CREDIT SCORES
                        ",", Scarborough M1J 3G7 ON, Canada",Apartment,2079,1.00,1,43.7485943,-79.210043,0,1,1,1,1,1,1,711,0,1,50,66,45,,,,
"
                            2 BR Apartment downtown @ King & Bathurst Utilities included
                        ",", M6J 3S5, Toronto, ON",Apartment,2100,2.00,1,43.6430999,-79.4149129,1,1,1,1,0,1,0,800,0,1,90,90,62,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/dBEAAOSw8txfCm6a/$_27.JPG,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/-QgAAOSw6khfCm6i/$_2.JPG,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/4msAAOSwkjlfCm6p/$_2.JPG,
"
                            WE HELP GOOD TENANTS WITH BAD CREDIT
                        ",", North York M2K 2L8 ON, Canada",Apartment,2094,1.00,1,43.7920749,-79.3917809,0,1,1,1,1,1,1,706,1,1,46,60,64,,,,
"
                            GET HELP RENTING WITH A LOW CREDIT SCORE
                        ",", East York M4G 4J4 ON, Canada",Apartment,2069,1.00,1,43.7143403,-79.3557961,0,1,1,1,1,1,1,709,0,1,56,72,66,,,,
"
                            A room in downtown Toronto close to Dundas Square
                        ","145 Mutual St, Toronto, ON M5B 2K5, Canada",Apartment,850,2.00,1,43.6590739,-79.3764033,0,1,1,1,1,0,0,100,1,1,96,95,98,https://i.ebayimg.com/00/s/NDUwWDgwMA==/z/kTYAAOSwTthed3LY/$_27.JPG,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/ZW0AAOSw0zdedr3O/$_2.JPG,https://i.ebayimg.com/00/s/NDUwWDgwMA==/z/7rUAAOSw5gVed3Mi/$_2.JPG,
"
                            BEAUTIFUL 2 BD 2 BA LUXURY RENTAL IN THE HEART OF FOREST HILL!
                        ","310 & 320 Tweedsmuir Ave, Toronto, ON, M5P 2Y2",Apartment,3195,2.00,2,43.6858938,-79.4145591,0,1,1,1,1,0,1,855,0,1,84,85,56,https://i.ebayimg.com/00/s/NjE5WDExMDA=/z/~2UAAOSw8ile4-Cb/$_27.JPG,https://i.ebayimg.com/00/s/NjE5WDExMDA=/z/ztgAAOSwyP5e4-Cb/$_2.JPG,https://i.ebayimg.com/00/s/NjE5WDExMDA=/z/b94AAOSw6xxe4-Cb/$_2.JPG,
"
                            NEW BACHELOR LARGE LIVING/BDRM, KIT, DISHWASHER, LAUNDRY, YARD
                        ","359 Davenport Rd, Toronto, ON M5R 1K5, Canada",Apartment,1350,1.00,1,43.6752476,-79.4022353,1,1,1,1,0,0,0,500,0,0,91,92,97,https://i.ebayimg.com/00/s/NTk4WDgwMA==/z/csgAAOSwH0dfClv3/$_27.JPG,https://i.ebayimg.com/00/s/NTk4WDgwMA==/z/5SMAAOSwCIdfClv6/$_2.JPG,https://i.ebayimg.com/00/s/NTk4WDgwMA==/z/RIYAAOSwr4RfClv9/$_2.JPG,
"
                            1 BEDROOM MAIN FLOOR, LARGE LIVING ROOM, 3 CLOSETS, LAUNDRY, PAR
                        ","10 Mt Royal Ave, Toronto, ON M6H 2S3, Canada",Apartment,1750,1.00,1,43.6749959,-79.4330017,1,1,1,1,0,0,0,600,0,0,60,78,62,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/A8cAAOSwZo5fCltV/$_27.JPG,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/IwwAAOSwygVfCltX/$_2.JPG,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/ItsAAOSwcQRfClta/$_2.JPG,
"
                            LITTLE ITALY 2 BDRM BSMT - LARGE OPEN LIV/DIN/KIT, DISHWASHER, L
                        ","482 Crawford St, Toronto, ON M6G 3J8, Canada",Apartment,1600,2.00,1,43.6572103,-79.4200643,1,1,1,1,0,0,0,800,0,0,69,85,10,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/QnYAAOSwRvFfClri/$_27.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/KX4AAOSw5DVfClrl/$_2.JPG,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/NDAAAOSwzLFfClrn/$_2.JPG,
"
                            3 BEDROOM OPEN CONCEPT LIV/DIN/KIT, DISHWASHER, LARGE CLOSETS, Y
                        ","378 Roxton Rd, Toronto, ON M6G 3R2, Canada",Apartment,2325,3.00,1,43.6579571,-79.4229828,1,1,1,1,1,0,0,800,0,0,86,86,10,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/BxYAAOSwaPhfClpL/$_27.JPG,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/sSUAAOSwq5ZfClpO/$_2.JPG,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/0P4AAOSwRNFfClpQ/$_2.JPG,
"
                            3 BEDROOM UPPER, LIVING ROOM, HUGE CLOSETS, EAT-IN KIT, D/W, LAU
                        ","49 Denison Ave, Toronto, ON M5T 2M7, Canada",Apartment,2850,3.00,1,43.6499294,-79.4012369,1,1,1,1,0,0,0,800,0,0,91,99,74,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/HAIAAOSw~9lfClnT/$_27.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/mXoAAOSw0ERfClnV/$_2.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/RbMAAOSwod5fClnY/$_2.JPG,
"
                            Renovated bachelor suite, Yonge and St. Clair
                        ","26 -28 Balmoral Avenue, Toronto, ON, M4V 1J4",Apartment,1395,1.00,1,43.6859334,-79.3944336,0,1,1,1,0,0,0,272,0,0,89,84,75,,,,
"
                            Downtown Toronto furnished shared apartment (utilities included)
                        ","40 Gerrard St E, Toronto, ON M5B 2M2, Canada",Apartment,950,1.00,1,43.6597813,-79.3803887,1,1,1,1,0,0,0,650,1,1,97,94,74,https://i.ebayimg.com/00/s/NjgyWDUyNw==/z/cIoAAOSwDadfClik/$_27.JPG,https://i.ebayimg.com/00/s/ODAwWDQ1MA==/z/6gsAAOSwv2JfClii/$_2.JPG,https://i.ebayimg.com/00/s/ODAwWDQ1MA==/z/1YUAAOSwjVFfClim/$_2.JPG,
"
                            ►►► 3 BR FRESHLY RENO’ed UNIT by the lake-Avail. now►►►
                        ","Lakeshore Blvd West/ Kipling Ave, Canada",Apartment,2299,3.00,1,43.5982045,-79.5169695,0,0,0,1,1,0,0,1500,0,1,68,65,79,https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/q9MAAOSwJRtfClZJ/$_27.JPG,https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/JOYAAOSwh7RfClZK/$_2.JPG,https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/q9UAAOSw8a5fClZL/$_2.JPG,
"
                            ►►► 1 BR Appartment by the lake-Avail. August 1 ►►►
                        ","Lakeshore Blvd West/ Kipling Ave, Canada",Apartment,1625,1.00,1,43.5982045,-79.5169695,0,0,0,1,1,0,0,850,0,1,68,65,79,https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/mjcAAOSwO0xfClK0/$_27.JPG,https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/nesAAOSwwpZfClK2/$_2.JPG,https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/kfQAAOSwT1tfClK3/$_2.JPG,
"
                            2 Bedrooms + 2 bathrooms - St Clair Ave W & Keele St, Toronto
                        ","93 Weston Rd, Toronto, ON M6N 5H4, Canada",Apartment,2700,2.00,2,43.6749211,-79.4695416,1,1,1,1,0,1,0,1300,0,1,79,76,73,https://i.ebayimg.com/00/s/MjI1WDMwMA==/z/xsIAAOSwV8lfBlNT/$_27.JPG,https://i.ebayimg.com/00/s/MjI1WDMwMA==/z/SqgAAOSwk25fBlN1/$_2.JPG,https://i.ebayimg.com/00/s/MjI1WDMwMA==/z/zmAAAOSwdUJfBlNi/$_2.JPG,
"
                            Two bedroom apartment for rent on Keele and north of 401
                        ","2843 Keele St, M3m 2g7, Toronto, ON",Apartment,1850,2.00,1,43.7324163,-79.4830658,0,1,1,1,0,0,0,850,0,1,60,62,48,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/k50AAOSw0ERfCk1S/$_27.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/CmoAAOSwwR9fCk1V/$_2.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/mc4AAOSwX35fCk1Y/$_2.JPG,
"
                            INDX - 70 Temperance Street Luxury 2 Bedroom  Bay/Adelaide
                        ","70 Temperance Street, Downtown Toronto Financial District M5H 4E8 ON",Apartment,2300,2.00,1,43.6505301,-79.3821482,0,1,1,1,1,0,1,649,0,1,98,10,90,https://i.ebayimg.com/00/s/NjIyWDgwMA==/z/ylwAAOSwmExe2Y9S/$_27.JPG,https://i.ebayimg.com/00/s/NTMxWDgwMA==/z/SgwAAOSwjgFe2Y9e/$_2.JPG,https://i.ebayimg.com/00/s/NjQwWDM4OA==/z/LV0AAOSwzode2Y9h/$_2.JPG,
"
                            Downtown Toronto furnished shared apartment (utilities included)
                        ","40 Gerrard St E, Toronto, ON M5B 2M2, Canada",Apartment,950,1.00,1,43.6597813,-79.3803887,1,1,1,1,0,0,0,650,1,1,97,94,74,https://i.ebayimg.com/00/s/NjgyWDUyNw==/z/cIoAAOSwDadfClik/$_27.JPG,https://i.ebayimg.com/00/s/ODAwWDQ1MA==/z/6gsAAOSwv2JfClii/$_2.JPG,https://i.ebayimg.com/00/s/ODAwWDQ1MA==/z/1YUAAOSwjVFfClim/$_2.JPG,
"
                            ►►► 3 BR FRESHLY RENO’ed UNIT by the lake-Avail. now►►►
                        ","Lakeshore Blvd West/ Kipling Ave, Canada",Apartment,2299,3.00,1,43.5982045,-79.5169695,0,0,0,1,1,0,0,1500,0,1,68,65,79,https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/q9MAAOSwJRtfClZJ/$_27.JPG,https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/JOYAAOSwh7RfClZK/$_2.JPG,https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/q9UAAOSw8a5fClZL/$_2.JPG,
"
                            1 Bedroom in a 2 Bedroom Basement Apartment Available Sep 1st
                        ",", M2M 1Z9, North York, ON, Canada",Basement,700,1.00,1,43.783663,-79.4109554,1,1,1,1,0,0,0,400,0,1,44,98,64,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/fmoAAOSwHvNfClV1/$_27.JPG,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/6E0AAOSwZylfClV5/$_2.JPG,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/T7YAAOSwAlVfClV8/$_2.JPG,
"
                            ►►► 1 BR Appartment by the lake-Avail. August 1 ►►►
                        ","Lakeshore Blvd West/ Kipling Ave, Canada",Apartment,1625,1.00,1,43.5982045,-79.5169695,0,0,0,1,1,0,0,850,0,1,68,65,79,https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/mjcAAOSwO0xfClK0/$_27.JPG,https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/nesAAOSwwpZfClK2/$_2.JPG,https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/kfQAAOSwT1tfClK3/$_2.JPG,
"
                            Beautiful 1 Bed/1 Bath  Apartment - Yonge/St. Clair
                        ","1233 Yonge Street, Toronto, ON, M4T 1W4",Not Available,2070,1.00,1,43.683622,-79.3920008,0,1,1,1,0,1,0,600,0,0,90,86,57,https://i.ebayimg.com/00/s/ODAwWDEyMDA=/z/wmMAAOSwW1Fe4XEn/$_27.JPG,https://i.ebayimg.com/00/s/ODAwWDEyMDA=/z/zkgAAOSwS8he4XEm/$_2.JPG,https://i.ebayimg.com/00/s/ODAwWDEyMDA=/z/1ksAAOSw35Be4XEl/$_2.JPG,
"
                            Luxury 2-Bed 2-Bath Apartment in Corso Italia
                        ","143 Hope Street, Toronto, ON, M6E 1K2",Basement,2299,2.00,2,43.6809906,-79.4502153,0,1,1,1,0,0,0,900,0,1,39,75,55,https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/DJkAAOSwyyZe4XNc/$_27.JPG,https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/YWUAAOSw5ERe4XNX/$_2.JPG,https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/TZAAAOSwN5Ve4XNW/$_2.JPG,
"
                            Luxury 2 Bedroom 2 Bathroom Spacious Apartment
                        ","33 Empress Avenue, Toronto, ON, M2N 6Y7",Condo,3100,2.00,2,43.7691872,-79.4120576,1,1,1,1,1,0,1,1000,1,1,90,88,58,https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/L4QAAOSwdCVe4XFG/$_27.JPG,https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/rQkAAOSwlepe4XFE/$_2.JPG,https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/Nw8AAOSwwRFe4XFH/$_2.JPG,
"
                            West End Basement Unit Near Lansdowne Station
                        ","M6H1Y5, Canada",Basement,1100,1.00,1,43.6653962,-79.4441055,1,1,1,0,0,0,0,450,0,1,78,87,79,https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/Kl4AAOSwQpdfClGD/$_27.JPG,https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/V2sAAOSwNW5fClGE/$_2.JPG,https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/CQEAAOSwL8RfClGF/$_2.JPG,
"
                            2 Bedrooms + 2 bathrooms - St Clair Ave W & Keele St, Toronto
                        ","93 Weston Rd, Toronto, ON M6N 5H4, Canada",Apartment,2700,2.00,2,43.6749211,-79.4695416,1,1,1,1,0,1,0,1300,0,1,79,76,73,https://i.ebayimg.com/00/s/MjI1WDMwMA==/z/xsIAAOSwV8lfBlNT/$_27.JPG,https://i.ebayimg.com/00/s/MjI1WDMwMA==/z/SqgAAOSwk25fBlN1/$_2.JPG,https://i.ebayimg.com/00/s/MjI1WDMwMA==/z/zmAAAOSwdUJfBlNi/$_2.JPG,
"
                            Two bedroom apartment for rent on Keele and north of 401
                        ","2843 Keele St, M3m 2g7, Toronto, ON",Apartment,1850,2.00,1,43.7324163,-79.4830658,0,1,1,1,0,0,0,850,0,1,60,62,48,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/k50AAOSw0ERfCk1S/$_27.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/CmoAAOSwwR9fCk1V/$_2.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/mc4AAOSwX35fCk1Y/$_2.JPG,
"
                            INDX - 70 Temperance Street Luxury 2 Bedroom  Bay/Adelaide
                        ","70 Temperance Street, Downtown Toronto Financial District M5H 4E8 ON",Apartment,2300,2.00,1,43.6505301,-79.3821482,0,1,1,1,1,0,1,649,0,1,98,10,90,https://i.ebayimg.com/00/s/NjIyWDgwMA==/z/ylwAAOSwmExe2Y9S/$_27.JPG,https://i.ebayimg.com/00/s/NTMxWDgwMA==/z/SgwAAOSwjgFe2Y9e/$_2.JPG,https://i.ebayimg.com/00/s/NjQwWDM4OA==/z/LV0AAOSwzode2Y9h/$_2.JPG,
"
                            FOR LEASE: Sunny 1 Bedroom Basement Apt in Junction Triangle
                        ","21 Rankin Crescent, Toronto M6P4H1 ON",Apartment,1250,1.00,1,43.6582087,-79.4472375,1,1,1,1,0,0,0,650,0,1,91,98,94,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/BTEAAOSw1H1fCkpX/$_27.JPG,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/rv4AAOSwlVBfCkpk/$_2.JPG,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/yzoAAOSwIElfCkpo/$_2.JPG,
"
                            Quiet Newly updated Bachelor basement apartment All Inclusive
                        ",", Toronto M1T1H8 ON, Canada",Apartment,1150,1.00,1,43.7793847,-79.3196212,1,1,1,1,0,1,0,1,0,1,54,65,48,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/5xAAAOSwEEVfCktx/$_27.JPG,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/ZiMAAOSwDPhfCkt3/$_2.JPG,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/oXEAAOSwol9fCktY/$_2.JPG,
"
                            2 Bedroom Basement for Rent
                        ","Whispering Willow Pathway, Scarborough, ON M1B 4A8, Canada",Basement,1500,2.00,1,43.8111429,-79.2133403,0,0,0,1,0,1,0,800,0,1,47,68,44,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/XtQAAOSwZE5fCksb/$_27.JPG,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/Pt8AAOSw5kBfCksz/$_2.JPG,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/1WIAAOSwkoRfCks2/$_2.JPG,
"
                            For Rent $2725 Beautiful 2 Bedroom + Den in High Park !!
                        ","312 Quebec Ave, Toronto, ON M6P 2V3, Canada",Apartment,2725,2.50,1,43.6611008,-79.4705065,0,0,0,1,1,0,0,700,0,0,81,82,58,https://i.ebayimg.com/00/s/NTMzWDgwMA==/z/mzAAAOSwHv1e2o8c/$_27.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/moQAAOSw-Cte2o78/$_2.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/DWMAAOSwLcZe2o7P/$_2.JPG,
"
                            Renovated one bedroom, Victoria Park and St Clair E
                        ","612 Dawes Road, Toronto, ON, M4B 2K3",Apartment,1825,1.00,1,43.7073605,-79.295972,0,1,1,1,0,0,0,567,0,1,62,71,56,https://i.ebayimg.com/00/s/MTA2N1gxNjAw/z/qnsAAOSwWbFe4WVZ/$_27.JPG,https://i.ebayimg.com/00/s/MTA2N1gxNjAw/z/A1QAAOSwiE9e4WVa/$_2.JPG,https://i.ebayimg.com/00/s/MTA2N1gxNjAw/z/SJcAAOSwCMBe4WVY/$_2.JPG,
"
                            Newly renovated one bedroom, Victoria Park and St Clair Ave E
                        ","612 Dawes Road, Toronto, ON, M4B 2K3",Apartment,1795,1.00,1,43.7073605,-79.295972,0,1,1,1,0,0,0,583,0,1,62,71,56,https://i.ebayimg.com/00/s/MTA2N1gxNjAw/z/OCkAAOSwZIBfB3ND/$_27.JPG,https://i.ebayimg.com/00/s/MTA2N1gxNjAw/z/RmIAAOSwcn9fB3NG/$_2.JPG,https://i.ebayimg.com/00/s/MTA2N1gxNjAw/z/6ZkAAOSwL8RfB3NG/$_2.JPG,
"
                            Renovated one bedroom, Kingston and Woodbine, Upper Beaches
                        ","501 Kingston Road, Toronto, ON, M4L 1V7",Apartment,1835,1.00,1,43.6772305,-79.3026732,0,1,1,1,1,0,0,660,0,0,69,79,65,https://i.ebayimg.com/00/s/NTE5WDc3Nw==/z/0JEAAOSwpqNe9wxG/$_27.JPG,https://i.ebayimg.com/00/s/NTE5WDc3Nw==/z/V9EAAOSwvfFe9wxG/$_2.JPG,https://i.ebayimg.com/00/s/NTE5WDc3Nw==/z/T6MAAOSw07Be9wxG/$_2.JPG,
"
                            Renovated one bedroom, Kingston Rd and Woodbine, Upper Beaches
                        ","501 Kingston Road, Toronto, ON, M4L 1V7",Apartment,1895,1.00,1,43.6772305,-79.3026732,0,1,1,1,1,0,0,675,0,1,69,79,65,https://i.ebayimg.com/00/s/MTA2N1gxNjAw/z/iN0AAOSwaNVe9wuX/$_27.JPG,https://i.ebayimg.com/00/s/MTA2N1gxNjAw/z/5WEAAOSwZtpe9wuW/$_2.JPG,https://i.ebayimg.com/00/s/MTA2N1gxNjAw/z/Y6kAAOSwtzle9wuZ/$_2.JPG,
"
                            2nd Floor house for rent
                        ","57 Aldwych Ave, East York, ON M4J 1X4, Canada",Apartment,2300,3.00,1,43.6839193,-79.3439044,1,1,1,1,1,1,0,1000,0,1,82,86,78,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/l1wAAOSwrkRfCklk/$_27.JPG,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/Fd8AAOSwcRNfCkln/$_2.JPG,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/P2cAAOSweblfCklp/$_2.JPG,
"
                            One Bedroom Walkout Basement Apartment for Rent
                        ","South Bonnington Avenue, M1N3M2, Toronto, ON",Basement,1350,1.00,1,43.7033686,-79.2604644,1,1,1,0,0,0,0,600,0,1,41,60,53,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/90wAAOSwTR1fCket/$_27.JPG,https://i.ebayimg.com/00/s/NTk0WDgwMA==/z/BjQAAOSwcR1fCke1/$_2.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/h9gAAOSwLyNfCke-/$_2.JPG,
"
                            2 bedroom 2 level apartment for rent
St Clair & Lansdowne 
                        ","Lansdowne Ave At St Clair Ave West, Toronto, ON M6E 1C3, Canada",House,2100,2.00,1,43.676125,-79.4504,1,1,1,1,1,1,0,1000,0,0,88,77,76,https://i.ebayimg.com/00/s/NjA2WDgwMA==/z/V0AAAOSwTnhfCkey/$_27.PNG,https://i.ebayimg.com/00/s/NTU1WDgwMA==/z/wKcAAOSwxR9fCkez/$_2.PNG,https://i.ebayimg.com/00/s/NTU1WDgwMA==/z/-6oAAOSwCRBfCke0/$_2.PNG,
